ID,ln(Alanine),Arginine,Asparagine,Aspartic_acid,ln(Glutamic_acid),ln(Glutamine),Glycine,-1/Isoleucine,Leucine,ln(Lysine),Phenylalanine,ln(Serine),Threonine,ln(Tyrosine),Area,Length,Width,Diameter,ln(KHI),Weight,-1/(500-HFN)
110,-0.235056697,0.948435185,2.0788055,1.640996943,0.496191295,-1.533058156,0.214913676,-6.7450676,0.246455802,-1.264315776,0.291921319,-1.727187625,0.082376906,-1.224765356,19.43333333,6.533333333,3.733333333,3.29045187,4.269002701,31.36040291,-0.005509642
111,-0.60390885,0.664210157,2.079043631,1.997681828,0.303629955,-1.720012559,0.164144613,-8.730820526,0.265239356,-1.5085931,0.326686169,-2.02959044,0.071779806,-1.667742375,19.3,6.433333333,3.733333333,3.2854695,4.127769442,31.45774916,-0.006060606
112,-0.550539906,0.849014318,2.1864192,2.069510378,0.340250228,-1.567413993,0.173679494,-8.732799376,0.221305601,-1.405689509,0.299076411,-1.964789753,0.068371764,-1.520973653,20.7,7.4,3.566666667,3.192896898,4.169620075,33.70885972,-0.0078125
113,-0.53491406,0.694626016,1.738314869,1.687761848,0.026783687,-2.040592313,0.165518815,-9.720162736,0.281348176,-1.392650213,0.327219876,-2.077073252,0.066445034,-1.612262864,22.03333333,7.4,3.766666667,3.572234939,4.22848128,39.15411331,-0.003984064
115,-0.680008406,0.504674255,1.326854355,1.317668282,-0.032742563,-2.700489793,0.150229125,-12.68565665,0.167138686,-1.60785235,0.260642956,-2.273946044,0.047552033,-1.655492704,19.96666667,6.7,3.8,3.56724457,4.237369256,38.85599314,-0.008130081
116,-0.380086418,0.810976741,2.075751094,1.458033895,0.361614376,-1.954789438,0.182990657,-10.25883387,0.179310604,-1.498837302,0.263694058,-1.989389416,0.06877482,-1.337353972,19.2,6.7,3.633333333,3.33287758,4.268440001,31.98554287,-0.004424779
117,-0.279011951,0.919777692,2.596531527,1.958154408,0.425558463,-1.664509668,0.203967951,-8.295885361,0.196193568,-1.422462717,0.271048025,-1.794188599,0.074933717,-1.411702733,19.3,6.5,3.733333333,3.260136793,4.35569194,31.80758342,-0.006369427
118,-0.43855908,0.743241879,2.335264384,3.039025311,0.484189991,-2.054199406,0.21563536,-9.632301716,0.165629363,-1.458589187,0.273426363,-1.926719191,0.074097311,-1.308483144,20.43333333,7.066666667,3.7,3.225715778,4.088832541,31.7224065,-0.007575758
119,-0.421791962,0.950849136,2.125605153,2.667592779,0.447004929,-2.052578696,0.19260558,-8.707073356,0.172520184,-1.451121415,0.274118915,-1.875723459,0.076663356,-1.426746807,19.73333333,6.866666667,3.633333333,3.29896692,4.230182941,31.57638872,-0.005952381
120,-0.685851554,0.63789366,2.034276377,1.953715586,0.228978745,-2.096496384,0.162268402,-11.49938623,0.159289276,-1.613641149,0.260023329,-2.169759561,0.058842944,-1.62917201,19.63333333,6.666666667,3.766666667,3.188909386,4.091812609,31.51706867,-0.009090909
121,-0.727187351,0.597798095,1.714223643,2.012439368,0.023034965,-2.737785475,0.175119428,-11.85919774,0.12792998,-1.6024009,0.248513546,-2.18295287,0.055845097,-1.827958485,20.6,7.033333333,3.8,3.367223701,4.161841322,34.3963605,-0.006329114
122,0.228967963,1.069874587,3.353472184,2.268645374,0.82625102,-0.472864125,0.267506085,-6.140653762,0.311273328,-0.991081802,0.351015333,-1.442508861,0.132639734,-0.499441419,22.03333333,7.533333333,3.7,3.16305929,4.419261955,34.35377192,-0.003460208
123,-0.533661883,0.645220006,1.762670349,2.153906916,0.235074657,-1.919078198,0.202569411,-10.1563075,0.153071115,-1.509480665,0.269531258,-1.964897017,0.070549219,-1.521163865,20.16666667,6.8,3.8,3.455316254,4.010130622,34.76748946,-0.007843137
124,-0.371229805,0.708764397,2.333608939,2.863803514,0.605916902,-1.756664341,0.237721279,-6.388670893,0.225191935,-1.352122356,0.305579218,-1.595574737,0.096259295,-1.234797749,18.93333333,6.566666667,3.666666667,3.100466651,4.149598304,29.27052101,-0.006006006
125,-0.538532817,0.611214061,1.713591069,2.555909943,0.584128143,-2.338024817,0.199182045,-9.564480976,0.167185189,-1.621872806,0.29793257,-2.004747557,0.074697873,-1.401228949,20.3,7,3.733333333,3.19745153,4.105034545,31.7193642,-0.005221932
126,-0.612917947,0.669670069,1.669114151,1.249279282,0.320133266,-2.399482235,0.207313893,-12.89811516,0.13690552,-1.630418718,0.258288643,-2.255072964,0.059776687,-1.422571678,18.23333333,6.466666667,3.6,3.298776078,4.339720794,30.87671875,-0.004454343
127,-0.596252132,0.642630485,1.733652062,2.005318295,0.579700735,-2.812544409,0.197052569,-12.91259552,0.122949305,-1.660928263,0.252842026,-2.106741053,0.064854588,-1.897874102,20.2,6.966666667,3.633333333,3.301294615,4.19780963,33.18258583,-0.007968127
128,0.556782373,1.425479852,3.199482662,1.174584218,1.085609894,-0.839015555,0.31674053,-5.01162592,0.289856854,-0.87126155,0.365068423,-1.383018309,0.153165926,0.220717501,21.26666667,7.1,3.833333333,3.416961776,4.6078725,31.15202382,-0.003120125
129,-0.59608031,0.620808356,1.61326069,1.836699498,0.490169196,-2.290474187,0.195900219,-12.25226742,0.131267188,-1.675786882,0.251374777,-2.080763888,0.062741471,-1.573677854,22.33333333,7.233333333,3.933333333,3.432051801,4.095428398,35.06865192,-0.006968641
130,0.297432568,1.252291043,2.609045473,1.976981632,1.264695359,-0.420075172,0.344634022,-2.686813678,0.23948292,-1.076681061,0.321048365,-0.65980101,0.163565018,-1.297833504,20.8,7.2,3.7,3.382829005,4.046339125,34.37354554,-0.006389776
131,-0.328448523,0.958411131,2.863278317,1.880633009,0.87111368,-0.796057981,0.253477822,-9.933106488,0.157657955,-1.345948013,0.263140807,-1.649379128,0.094914822,-1.476566941,18.46666667,6.566666667,3.566666667,3.243198611,4.225515375,30.19986422,-0.008230453
132,-0.120836264,0.967917675,2.648091732,1.998200911,1.166331752,-0.6578183,0.268861683,-4.852415058,0.19599035,-1.393713672,0.292737944,-1.163736681,0.123547111,-1.480707085,21.96666667,7.2,3.866666667,3.43719206,4.119242487,36.32197224,-0.008658009
133,-0.484114916,0.57202974,1.769519727,3.116234581,0.721953742,-2.170000385,0.212555602,-9.805570058,0.208776207,-1.568930307,0.313656568,-1.819641059,0.088599983,-1.590690719,20.4,6.933333333,3.766666667,3.228424681,4.186186088,31.84408756,-0.004889976
134,-0.562147092,0.448596595,1.214288791,2.064994783,0.424330566,-2.845304148,0.182541784,-12.24699274,0.178651481,-1.585590452,0.28143443,-1.939259931,0.077346813,-1.790608742,19.53333333,6.8,3.633333333,3.164881612,4.090330654,30.53601055,-0.010695187
135,-0.388977092,0.904715081,1.971239421,2.019990768,0.767684367,-1.529437523,0.212271303,-8.532935476,0.249349938,-1.296557615,0.32856902,-1.611305961,0.106185093,-1.650863282,20.76666667,7.1,3.666666667,3.085553372,4.131976814,32.52702656,-0.005698006
136,-0.148424474,1.016542377,2.239157444,1.389927201,0.688786251,-1.544423027,0.248687715,-8.289317609,0.249414693,-1.229233482,0.309363028,-1.593400044,0.101509724,-0.87306934,18.9,6.733333333,3.533333333,3.122129308,4.326601716,29.541263,-0.003527337
137,-0.803397128,0.619775249,1.332715994,1.386366385,0.265354012,-2.644078251,0.168360833,-13.48694569,0.185971168,-1.564535897,0.275038421,-2.244583843,0.065702617,-1.811698997,22.03333333,7.3,3.8,3.374389594,4.016097024,37.17374463,-0.007272727
138,-0.572084113,0.641443115,1.609461204,2.217265368,0.512214385,-2.205521479,0.202238861,-9.572188092,0.224496517,-1.431926431,0.318534403,-1.813808858,0.09518356,-1.822393049,22.23333333,7.366666667,3.833333333,3.409654674,4.147157755,36.84368272,-0.006688963
139,-0.468251742,0.769349279,2.224064394,1.76402803,0.666331955,-1.734616431,0.24923412,-9.64885743,0.238719626,-1.377513197,0.312861246,-1.907192388,0.093420208,-1.66763475,19.23333333,6.7,3.666666667,3.207279727,4.331400899,31.47752245,-0.007117438
140,-0.436172025,1.038026635,1.781763678,1.674040575,0.45866373,-2.472404038,0.217670362,-11.06130672,0.17820425,-1.421750876,0.25731904,-1.832996387,0.083479268,-1.299413034,19.76666667,6.633333333,3.8,3.517870514,4.189816578,34.68383304,-0.005089059
141,-0.246728561,0.897316905,2.043844779,2.336919516,0.824353368,-1.197937881,0.249100282,-6.619789948,0.203068373,-1.35813255,0.280027318,-1.440296846,0.112726533,-1.444299464,21.66666667,7.133333333,3.866666667,3.458666311,4.073796969,36.75394228,-0.007633588
142,-0.496532315,0.799585936,1.677084666,1.771164605,0.527285115,-1.822067158,0.225155429,-8.230999579,0.267660985,-1.336372072,0.3230401,-1.760811303,0.095093673,-1.426227601,19.93333333,6.8,3.766666667,3.375887095,4.200163832,34.08150912,-0.008130081
143,-0.557760794,0.990752121,2.117994423,2.075128537,0.54307906,-2.034440758,0.236568114,-9.138717962,0.234040615,-1.296767253,0.302353772,-1.875485011,0.087428754,-1.306855659,19.33333333,6.733333333,3.666666667,3.266471224,4.240629254,31.30868886,-0.00754717
144,-0.428824884,0.871609923,2.558232503,2.216291447,0.747991202,-1.258753186,0.208493861,-7.733293194,0.240917611,-1.396956278,0.30183293,-1.586895688,0.101679813,-1.554024242,19.83333333,6.666666667,3.766666667,3.200211989,4.103020654,33.65410263,-0.006920415
145,-0.621760725,0.639501621,1.223365349,2.525426808,0.394049565,-2.084796381,0.20329594,-9.500869719,0.21794309,-1.455188115,0.295477877,-1.851913046,0.091190149,-1.38062297,20.73333333,6.8,3.866666667,3.308183562,4.162879548,33.28753672,-0.011173184
146,-0.664013494,0.633165406,1.685548061,1.714433867,0.326985093,-2.384371084,0.220251093,-10.2845491,0.25301899,-1.498629145,0.314128782,-1.957194932,0.082440303,-1.350185577,19.7,6.9,3.666666667,3.244980209,4.140461862,31.95664362,-0.008583691
147,-0.590462923,0.882400613,2.202238504,2.325120574,0.409874952,-2.227388274,0.184861738,-10.55109531,0.177297982,-1.510912131,0.25365455,-1.904917372,0.081369425,-1.414036323,19.1,6.633333333,3.633333333,3.295764236,4.021876301,32.11178783,-0.005830904
148,-0.43887855,0.750146067,2.345831682,3.337212809,0.643245444,-1.586441191,0.203434133,-5.973941833,0.303188701,-1.337021552,0.357883823,-1.786038477,0.113804525,-1.432067392,19.76666667,6.733333333,3.733333333,3.142245357,4.098879078,30.96189638,-0.006430868
149,-0.583714152,0.88849523,1.969436113,2.010723904,0.306445383,-2.129505436,0.184499157,-10.6074262,0.146246664,-1.503003766,0.166056774,-2.143646542,0.075526778,-1.713373372,20.13333333,6.833333333,3.7,3.318986642,4.217028037,33.04721563,-0.007462687
150,-0.571928021,0.578656498,1.832059423,1.779620445,0.433617172,-1.654720973,0.184136012,-8.951944155,0.206099147,-1.505008769,0.239330312,-2.091833988,0.086252505,-1.584654245,21.8,7.1,3.9,3.32485313,4.356125569,36.23983725,-0.008130081
151,-0.589159424,0.6284888,2.157381874,2.36625156,0.54976845,-2.117035319,0.166175157,-11.22851207,0.144605303,-1.662908175,0.209525063,-2.161185197,0.079212918,-1.720435894,20.06666667,6.8,3.766666667,3.441375437,4.291809266,33.64345496,-0.00591716
152,-0.491150488,0.663893598,1.456722055,1.205407631,0.43905028,-2.371026484,0.168701164,-11.90216355,0.133785623,-1.462919322,0.210218432,-2.033728603,0.075587436,-2.039113903,18.73333333,6.766666667,3.533333333,3.152915891,4.14156801,29.55647277,-0.00331675
153,-0.687869699,0.417938693,1.293850613,2.128870191,0.260354351,-2.53682368,0.166154499,-13.51669432,0.139677651,-1.643993845,0.213041916,-2.384485864,0.061776781,-1.815809933,20.53333333,7,3.733333333,3.286338206,4.183298931,33.2753687,-0.007905138
154,-0.350855687,0.950480208,2.025760159,1.562612675,0.513555913,-1.804384104,0.162413356,-9.741088682,0.149456559,-1.462235959,0.209885615,-1.913712475,0.085897585,-1.452254039,20.63333333,6.866666667,3.866666667,3.552230759,4.170790036,36.35543563,-0.006329114
155,-0.667845745,0.514516813,1.472698882,2.622750431,0.446870434,-2.390433631,0.145668679,-11.01853024,0.158701142,-1.536485404,0.224054299,-2.255470293,0.072626284,-2.193544705,21,7.1,3.766666667,3.324976826,3.989141988,33.9887274,-0.004938272
156,0.372669252,1.071364297,2.610064423,2.542297169,0.886789517,-0.693697182,0.309648082,-5.596489774,0.219892894,-1.303492109,0.23526149,-1.121164371,0.13045571,-1.210781142,19.9,6.766666667,3.766666667,3.23760581,4.275143961,31.94447575,-0.006472492
157,-0.463435371,0.661992607,1.795585837,2.073678178,0.506920164,-1.919920144,0.160374022,-7.514261655,0.188991239,-1.556065411,0.301727763,-2.004501267,0.085044842,-1.221502896,19.86666667,6.666666667,3.766666667,3.32871137,4.087385024,32.80993616,-0.004962779
158,-0.642275586,0.645925603,1.991826326,3.051499254,0.385318935,-1.969667889,0.170039728,-9.027506044,0.176849201,-1.532034798,0.254884539,-2.065605589,0.081417786,-1.607245782,20.2,7.033333333,3.633333333,3.173189101,4.024163365,32.49356376,-0.007968127
159,-0.526007195,0.69897925,2.22461601,2.350794777,0.42856233,-2.032649365,0.192072174,-8.403844318,0.146390685,-1.614985019,0.15500501,-2.053633945,0.078013603,-1.535435573,20.06666667,6.933333333,3.666666667,3.270603536,4.305475244,31.14746068,-0.00921659
160,-0.60108642,0.591127194,1.903264073,1.94288016,0.318235095,-2.149412563,0.191443465,-8.216739647,0.190150991,-1.531392806,0.240338769,-2.083346235,0.0814272,-1.486411456,18.46666667,6.366666667,3.7,3.183433901,4.097463629,29.26291647,-0.01010101
161,-0.508946129,0.903661088,2.054311354,1.552302492,0.33173221,-1.803560998,0.192827627,-9.325019817,0.155656684,-1.524351945,0.229862903,-2.032023106,0.081603872,-1.466370595,22.73333333,7.366666667,3.933333333,3.588858685,4.089553767,39.84465683,-0.005847953
162,-0.642679164,0.599547715,1.690604194,2.891686179,-0.331360431,-2.131554574,0.170419167,-9.20322288,0.137596672,-1.630692954,0.237209029,-2.016036525,0.073052985,-1.753109717,20.9,7.066666667,3.733333333,3.328405619,3.969584018,34.99108009,-0.007434944
163,-0.517946067,0.614114367,1.823878817,1.893195129,-0.202465825,-2.693482443,0.188775012,-11.45718401,0.140460347,-1.624494648,0.227989806,-2.0756349,0.071643215,-1.808788286,20.86666667,6.866666667,3.8,3.353498412,4.273719272,35.1720812,-0.008130081
164,-0.471550519,0.739980022,2.222570298,1.868519147,0.024692663,-1.542558301,0.172478675,-9.429300098,0.189116972,-1.501050872,0.266442185,-1.895857329,0.088452878,-1.557112419,19.6,6.8,3.633333333,3.299497625,4.228076525,33.05177877,-0.006389776
165,-0.445459092,0.836240216,2.369019994,2.452653881,0.003020424,-1.973275029,0.20637567,-7.621797215,0.142064008,-1.530926292,0.212486998,-1.84111001,0.085559644,-1.559589466,19.8,6.933333333,3.6,3.214272395,4.314836008,30.95581201,-0.008733624
166,-0.148792271,1.070282234,2.935051154,2.931092053,0.503542815,-0.935989021,0.223730068,-4.998153232,0.281062287,-1.086205991,0.264454979,-1.411727376,0.148060877,-1.298842809,18.93333333,6.7,3.566666667,3.045026228,4.1928953,29.10472997,-0.007246377
167,-0.386934438,0.926073974,2.564529368,2.603265575,0.073870429,-2.011714387,0.214009935,-7.933805909,0.169154944,-1.408560187,0.231518976,-1.800711929,0.094528892,-1.396429933,19.6,6.866666667,3.6,3.176266999,4.281938985,30.3108995,-0.008849558
168,-0.384651357,0.861675891,2.160998296,1.514386354,-0.046545749,-1.587164849,0.187224558,-8.165586866,0.214495851,-1.334944729,0.235347045,-1.777586476,0.098657726,-1.262818656,18.46666667,6.533333333,3.566666667,3.174414292,4.209190039,29.99148442,-0.007117438
169,-0.426902741,0.787979016,2.072420321,2.541262718,0.013716054,-2.146195259,0.197093143,-8.666147709,0.22424084,-1.394822281,0.220141653,-1.807728364,0.097780521,-1.578230809,19.23333333,6.666666667,3.7,3.255356229,4.259915199,31.2630576,-0.008298755
170,-0.415133318,0.867551363,2.677928543,2.616941001,0.578391566,-1.312119966,0.247607944,-5.854217434,0.192660604,-1.303669015,0.252324462,-1.583262546,0.10529996,-1.522336537,18.7,6.8,3.466666667,3.050146276,4.127629489,28.49023706,-0.007462687
171,-0.392886849,0.961508503,2.647828139,1.665514251,0.6979382,-1.752000074,0.259955945,-9.875350658,0.23370313,-1.082226631,0.280670318,-1.71643426,0.099028924,-1.295607847,19.26666667,6.6,3.666666667,3.366824192,4.199436665,32.93922264,-0.005540166
172,-0.434741047,0.964916192,2.35318169,2.049719777,0.778659907,-1.415340119,0.252750582,-8.140810558,0.204878159,-1.132422585,0.247339728,-1.633603569,0.099181092,-1.523676518,21.53333333,7.366666667,3.733333333,3.200447487,4.138738136,34.61234556,-0.008403361
173,-0.691723952,0.50299475,1.419968807,2.25042814,0.510973761,-2.212852887,0.212522321,-10.85540858,0.16756541,-1.506554861,0.166530339,-1.723624553,0.078020755,-1.098104806,19.86666667,6.733333333,3.766666667,3.453828947,4.108860879,34.48305894,-0.012987013
